,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Ranking,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
520,4/24/2011,Season 1,Episode 2,The Kingsroad,daenerys targaryen,No. No. Tonight I would look upon your face.,House Targaryen, no no tonight i would look upon your face,9,"['no', 'no', 'tonight', 'i', 'would', 'look', 'upon', 'your', 'face']","['tonight', 'would', 'look', 'upon', 'face']","['tonight', 'would', 'look', 'upon', 'face']", tonight would look upon face,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0012738853503184715,0.0014640242813783251,0.0009836065573770492,0.0002536461636017755
521,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"Pardon me, Ser.",House Stark, pardon me ser,3,"['pardon', 'me', 'ser']","['pardon', 'ser']","['pardon', 'ser']", pardon ser,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,,0.0007527504342790967,0.0008926977325477593,0.001912568306010929,0.0
523,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"I'm sorry if I offended you, Ser. Why won't he speak to me?",House Stark, i am sorry if i offended you ser why will not he speak to me,15,"['i', 'am', 'sorry', 'if', 'i', 'offended', 'you', 'ser', 'why', 'will', 'not', 'he', 'speak', 'to', 'me']","['sorry', 'offended', 'ser', 'speak']","['sorry', 'offended', 'ser', 'speak']", sorry offended ser speak,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.3182}",-0.3182,,0.0005790387955993051,0.00044634886627387967,0.0009562841530054645,0.0
525,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"He speaks damn well with his sword though. Ser Ilyn Payne, the King's justice. The royal executioner. What is it, sweet lady? Does the hound frighten you? Away with you, dog. You're scaring my lady. I don't like to see you upset. The sun is finally shining. Come walk with me.",House Lannister, he speaks damn well with his sword though ser ilyn payne the kings justice the royal executioner what is it sweet lady does the hound frighten you away with you dog you are scaring my lady i do not like to see you upset the sun is finally shining come walk with me,53,"['he', 'speaks', 'damn', 'well', 'with', 'his', 'sword', 'though', 'ser', 'ilyn', 'payne', 'the', 'kings', 'justice', 'the', 'royal', 'executioner', 'what', 'is', 'it', 'sweet', 'lady', 'does', 'the', 'hound', 'frighten', 'you', 'away', 'with', 'you', 'dog', 'you', 'are', 'scaring', 'my', 'lady', 'i', 'do', 'not', 'like', 'to', 'see', 'you', 'upset', 'the', 'sun', 'is', 'finally', 'shining', 'come', 'walk', 'with', 'me']","['speaks', 'damn', 'well', 'sword', 'though', 'ser', 'ilyn', 'payne', 'kings', 'justice', 'royal', 'executioner', 'sweet', 'lady', 'hound', 'frighten', 'away', 'dog', 'scaring', 'lady', 'like', 'see', 'upset', 'sun', 'finally', 'shining', 'come', 'walk']","['speaks', 'damn', 'well', 'sword', 'though', 'ser', 'ilyn', 'payne', 'king', 'justice', 'royal', 'executioner', 'sweet', 'lady', 'hound', 'frighten', 'away', 'dog', 'scaring', 'lady', 'like', 'see', 'upset', 'sun', 'finally', 'shining', 'come', 'walk']", speaks damn well sword though ser ilyn payne king justice royal executioner sweet lady hound frighten away dog scaring lady like see upset sun finally shining come walk,"{'neg': 0.255, 'neu': 0.481, 'pos': 0.264, 'compound': 0.1027}",0.1027,,0.0007610224170733725,0.0007779223097916188,0.0007220921155347386,0.0004982335356463448
526,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"Stay, Lady. I probably shouldn't have any more. Father only lets us have one cup at feasts.",House Stark, stay lady i probably should not have any more father only lets us have one cup at feasts,18,"['stay', 'lady', 'i', 'probably', 'should', 'not', 'have', 'any', 'more', 'father', 'only', 'lets', 'us', 'have', 'one', 'cup', 'at', 'feasts']","['stay', 'lady', 'probably', 'father', 'lets', 'us', 'one', 'cup', 'feasts']","['stay', 'lady', 'probably', 'father', 'let', 'u', 'one', 'cup', 'feast']", stay lady probably father let u one cup feast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.001132342533616419,0.0017853954650955187,0.00036429872495446266,0.0004227436060029592
527,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,My princess can drink as much as she wants. Don't worry... You're safe with me.,House Lannister, my princess can drink as much as she wants do not worry you are safe with me,17,"['my', 'princess', 'can', 'drink', 'as', 'much', 'as', 'she', 'wants', 'do', 'not', 'worry', 'you', 'are', 'safe', 'with', 'me']","['princess', 'drink', 'much', 'wants', 'worry', 'safe']","['princess', 'drink', 'much', 'want', 'worry', 'safe']", princess drink much want worry safe,"{'neg': 0.287, 'neu': 0.297, 'pos': 0.416, 'compound': 0.0772}",0.0772,,0.0005790387955993051,0.0010414806879723859,0.0010018214936247723,0.001162544916508138
529,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,Arya!,House Stark, arya,1,['arya'],['arya'],['arya'], arya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0017853954650955187,0.0,0.0
530,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,What are you doing here? Go away.,House Stark, what are you doing here go away,7,"['what', 'are', 'you', 'doing', 'here', 'go', 'away']","['go', 'away']","['go', 'away']", go away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0014475969889982628,0.0030351722906623814,0.001912568306010929,0.0012682308180088776
531,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"Your sister? And who are you, boy?",House Lannister, your sister and who are you boy,7,"['your', 'sister', 'and', 'who', 'are', 'you', 'boy']","['sister', 'boy']","['sister', 'boy']", sister boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.002374059061957151,0.0008034279592929834,0.0,0.0015852885225110971
533,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,He the butcher's boy.,House Stark, he the butchers boy,4,"['he', 'the', 'butchers', 'boy']","['butchers', 'boy']","['butcher', 'boy']", butcher boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0016213086276780544,0.0008034279592929834,0.0,0.0015852885225110971
534,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,He's my friend.,House Stark, he is my friend,4,"['he', 'is', 'my', 'friend']",['friend'],['friend'], friend,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,,0.0,0.0,0.0,0.0
535,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"A butcher's boy who wants to be a Knight, eh? Pick up your sword, butcher's boy. Let's see how good you are.",House Lannister, a butchers boy who wants to be a knight eh pick up your sword butchers boy let us see how good you are,23,"['a', 'butchers', 'boy', 'who', 'wants', 'to', 'be', 'a', 'knight', 'eh', 'pick', 'up', 'your', 'sword', 'butchers', 'boy', 'let', 'us', 'see', 'how', 'good', 'you', 'are']","['butchers', 'boy', 'wants', 'knight', 'eh', 'pick', 'sword', 'butchers', 'boy', 'let', 'us', 'see', 'good']","['butcher', 'boy', 'want', 'knight', 'eh', 'pick', 'sword', 'butcher', 'boy', 'let', 'u', 'see', 'good']", butcher boy want knight eh pick sword butcher boy let u see good,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}",0.4939,,0.0012204356153400738,0.0013047120706467252,0.0006305170239596469,0.0015608994683186186
537,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"I'm your prince, not your lord, and I said pick up your sword.",House Lannister, i am your prince not your lord and i said pick up your sword,14,"['i', 'am', 'your', 'prince', 'not', 'your', 'lord', 'and', 'i', 'said', 'pick', 'up', 'your', 'sword']","['prince', 'lord', 'said', 'pick', 'sword']","['prince', 'lord', 'said', 'pick', 'sword']", prince lord said pick sword,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0014128546612623045,0.001821103374397429,0.0,0.0007609384908053266
539,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"And you're not a Knight. Only a butcher's boy. That was my lady's sister you were hitting, do you know that?",House Lannister, and you are not a knight only a butchers boy that was my ladys sister you were hitting do you know that,22,"['and', 'you', 'are', 'not', 'a', 'knight', 'only', 'a', 'butchers', 'boy', 'that', 'was', 'my', 'ladys', 'sister', 'you', 'were', 'hitting', 'do', 'you', 'know', 'that']","['knight', 'butchers', 'boy', 'ladys', 'sister', 'hitting', 'know']","['knight', 'butcher', 'boy', 'lady', 'sister', 'hitting', 'know']", knight butcher boy lady sister hitting know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0013896931094383323,0.0012752824750682276,0.0007025761124121781,0.0007247033245765015
540,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Stop it!,House Stark, stop it,2,"['stop', 'it']",['stop'],['stop'], stop,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,,0.0,0.0019639350116050706,0.003825136612021858,0.0
541,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"Arya, stay out of this.",House Stark, arya stay out of this,5,"['arya', 'stay', 'out', 'of', 'this']","['arya', 'stay']","['arya', 'stay']", arya stay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.001428316372076415,0.0,0.0
542,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,I won't hurt him... Much. Filthy little bitch!,House Lannister, i will not hurt him much filthy little bitch,9,"['i', 'will', 'not', 'hurt', 'him', 'much', 'filthy', 'little', 'bitch']","['hurt', 'much', 'filthy', 'little', 'bitch']","['hurt', 'much', 'filthy', 'little', 'bitch']", hurt much filthy little bitch,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.785}",-0.785,,0.000694846554719166,0.00042849491162292447,0.0004371584699453552,0.0
543,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"No no, stop it, stop it, both of you. You're spoiling it. You're spoiling everything!",House Stark, no no stop it stop it both of you you are spoiling it you are spoiling everything,17,"['no', 'no', 'stop', 'it', 'stop', 'it', 'both', 'of', 'you', 'you', 'are', 'spoiling', 'it', 'you', 'are', 'spoiling', 'everything']","['stop', 'stop', 'spoiling', 'spoiling', 'everything']","['stop', 'stop', 'spoiling', 'spoiling', 'everything']", stop stop spoiling spoiling everything,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.5267}",-0.5267,,0.0,0.0007855740046420282,0.0015300546448087432,0.0
544,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,"I'll gut you, you little cunt!",House Lannister, i will gut you you little cunt,7,"['i', 'will', 'gut', 'you', 'you', 'little', 'cunt']","['gut', 'little', 'cunt']","['gut', 'little', 'cunt']", gut little cunt,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4417}",-0.4417,,0.0006948465547191662,0.0,0.0,0.0
545,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Nymeria!,House Stark, nymeria,1,['nymeria'],['nymeria'],['nymeria'], nymeria,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
546,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,Please don't.,House Lannister, please dont,2,"['please', 'dont']","['please', 'dont']","['please', 'dont']", please dont,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,,0.0,0.0014283163720764148,0.001092896174863388,0.0
547,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"Arya, leave him alone. My prince, my poor prince, look what they did to you. Stay here, I'll go back to the inn and bring help.",House Stark, arya leave him alone my prince my poor prince look what they did to you stay here i will go back to the inn and bring help,27,"['arya', 'leave', 'him', 'alone', 'my', 'prince', 'my', 'poor', 'prince', 'look', 'what', 'they', 'did', 'to', 'you', 'stay', 'here', 'i', 'will', 'go', 'back', 'to', 'the', 'inn', 'and', 'bring', 'help']","['arya', 'leave', 'alone', 'prince', 'poor', 'prince', 'look', 'stay', 'go', 'back', 'inn', 'bring', 'help']","['arya', 'leave', 'alone', 'prince', 'poor', 'prince', 'look', 'stay', 'go', 'back', 'inn', 'bring', 'help']", arya leave alone prince poor prince look stay go back inn bring help,"{'neg': 0.35, 'neu': 0.5, 'pos': 0.15, 'compound': -0.3818}",-0.3818,,0.0002405238074027883,0.001304712070646725,0.0006725514922236234,0.00039022486707965465
548,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,Then go! Don't touch me.,House Lannister, then go do not touch me,6,"['then', 'go', 'do', 'not', 'touch', 'me']","['go', 'touch']","['go', 'touch']", go touch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008685581933989577,0.002321014104624174,0.000819672131147541,0.0012682308180088776
550,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,You've got to go. They'll kill you for what you did to Joffrey. Go on... run. Go! Leave now!,House Stark, you have got to go they will kill you for what you did to joffrey go on run go leave now,21,"['you', 'have', 'got', 'to', 'go', 'they', 'will', 'kill', 'you', 'for', 'what', 'you', 'did', 'to', 'joffrey', 'go', 'on', 'run', 'go', 'leave', 'now']","['got', 'go', 'kill', 'joffrey', 'go', 'run', 'go', 'leave']","['got', 'go', 'kill', 'joffrey', 'go', 'run', 'go', 'leave']", got go kill joffrey go run go leave,"{'neg': 0.496, 'neu': 0.504, 'pos': 0.0, 'compound': -0.7096}",-0.7096,,0.0008106543138390272,0.00252187109444742,0.0015027322404371586,0.0011889663918833227
554,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Go!,House Stark, go,1,['go'],['go'],['go'], go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0017371163867979154,0.004642028209248348,0.001639344262295082,0.0025364616360177552
563,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,I'm sorry.,House Stark, i am sorry,3,"['i', 'am', 'sorry']",['sorry'],['sorry'], sorry,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0772}",-0.0772,,0.0008106543138390272,0.0,0.0,0.0
565,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,No.,House Stark, no,1,['no'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
567,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,How dare you speak to your King in that manner?,House Lannister, how dare you speak to your king in that manner,10,"['how', 'dare', 'you', 'speak', 'to', 'your', 'king', 'in', 'that', 'manner']","['dare', 'speak', 'king', 'manner']","['dare', 'speak', 'king', 'manner']", dare speak king manner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0009554140127388535,0.0011158721656846992,0.0,0.0006341154090044388
569,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,Your girl and that butcher's boy attacked my son. That animal of hers nearly tore his arm off.,House Lannister, your girl and that butchers boy attacked my son that animal of hers nearly tore his arm off,18,"['your', 'girl', 'and', 'that', 'butchers', 'boy', 'attacked', 'my', 'son', 'that', 'animal', 'of', 'hers', 'nearly', 'tore', 'his', 'arm', 'off']","['girl', 'butchers', 'boy', 'attacked', 'son', 'animal', 'nearly', 'tore', 'arm']","['girl', 'butcher', 'boy', 'attacked', 'son', 'animal', 'nearly', 'tore', 'arm']", girl butcher boy attacked son animal nearly tore arm,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}",-0.4588,,0.0006433764395547835,0.00045626772996885473,0.00036429872495446266,0.0004932008736701191
570,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,That's not true! She just... Bit him a little. He was hurting Mycah.,House Stark, that is not true she just bit him a little he was hurting mycah,14,"['that', 'is', 'not', 'true', 'she', 'just', 'bit', 'him', 'a', 'little', 'he', 'was', 'hurting', 'mycah']","['true', 'bit', 'little', 'hurting', 'mycah']","['true', 'bit', 'little', 'hurting', 'mycah']", true bit little hurting mycah,"{'neg': 0.293, 'neu': 0.366, 'pos': 0.341, 'compound': 0.101}",0.101,,0.00041690793283149965,0.00021424745581146223,0.0,0.0
571,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,Joffrey told us what happened. You and that boy beat him with clubs while you set your wolf on him.,House Lannister, joffrey told us what happened you and that boy beat him with clubs while you set your wolf on him,20,"['joffrey', 'told', 'us', 'what', 'happened', 'you', 'and', 'that', 'boy', 'beat', 'him', 'with', 'clubs', 'while', 'you', 'set', 'your', 'wolf', 'on', 'him']","['joffrey', 'told', 'us', 'happened', 'boy', 'beat', 'clubs', 'set', 'wolf']","['joffrey', 'told', 'u', 'happened', 'boy', 'beat', 'club', 'set', 'wolf']", joffrey told u happened boy beat club set wolf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0005404362092260181,0.0004959431847487551,0.00018214936247723133,0.0006341154090044388
572,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,That's not what happened!,House Stark, that is not what happened,5,"['that', 'is', 'not', 'what', 'happened']",['happened'],['happened'], happened,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008106543138390272,0.0,0.0,0.0
573,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,Yes it is! They all attacked me and she threw my sword in the river.,House Lannister, yes it is they all attacked me and she threw my sword in the river,15,"['yes', 'it', 'is', 'they', 'all', 'attacked', 'me', 'and', 'she', 'threw', 'my', 'sword', 'in', 'the', 'river']","['yes', 'attacked', 'threw', 'sword', 'river']","['yes', 'attacked', 'threw', 'sword', 'river']", yes attacked threw sword river,"{'neg': 0.345, 'neu': 0.345, 'pos': 0.31, 'compound': -0.0772}",-0.0772,,0.0006253618992472495,0.00028566327441528294,0.000546448087431694,0.0007609384908053266
574,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Liar!,House Stark, liar,1,['liar'],['liar'],['liar'], liar,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,,0.0,0.0021424745581146223,0.0,0.0
575,4/24/2011,Season 1,Episode 2,The Kingsroad,joffrey lannister,Shut up!,House Lannister, shut up,2,"['shut', 'up']",['shut'],['shut'], shut,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
578,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,"She's not. Sansa, come here, darling.",House Lannister, she is not sansa come here darling,7,"['she', 'is', 'not', 'sansa', 'come', 'here', 'darling']","['sansa', 'come', 'darling']","['sansa', 'come', 'darling']", sansa come darling,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,,0.0003860258637328701,0.0013688031899065645,0.001092896174863388,0.0008454872120059184
580,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,I don't know. I don't remember. Everything happened so fast. I didn't see.,House Stark, i do not know i do not remember everything happened so fast i did not see,16,"['i', 'do', 'not', 'know', 'i', 'do', 'not', 'remember', 'everything', 'happened', 'so', 'fast', 'i', 'did', 'not', 'see']","['know', 'remember', 'everything', 'happened', 'fast', 'see']","['know', 'remember', 'everything', 'happened', 'fast', 'see']", know remember everything happened fast see,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0009071607797722448,0.001517586145331191,0.0011839708561020036,0.0006341154090044388
581,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Liar! Liar liar liar!,House Stark, liar liar liar liar,4,"['liar', 'liar', 'liar', 'liar']","['liar', 'liar', 'liar', 'liar']","['liar', 'liar', 'liar', 'liar']", liar liar liar liar,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.9217}",-0.9217,,0.0,0.0021424745581146223,0.0,0.0
583,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Liar liar liar!,House Stark, liar liar liar,3,"['liar', 'liar', 'liar']","['liar', 'liar', 'liar']","['liar', 'liar', 'liar']", liar liar liar,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.872}",-0.872,,0.0,0.0021424745581146223,0.0,0.0
585,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,She's as wild as that animal of hers. I want her punished.,House Lannister, she is as wild as that animal of hers i want her punished,13,"['she', 'is', 'as', 'wild', 'as', 'that', 'animal', 'of', 'hers', 'i', 'want', 'her', 'punished']","['wild', 'animal', 'want', 'punished']","['wild', 'animal', 'want', 'punished']", wild animal want punished,"{'neg': 0.476, 'neu': 0.317, 'pos': 0.206, 'compound': -0.4019}",-0.4019,,0.0005211349160393746,0.001339046598821639,0.0015027322404371586,0.0009511731135066582
587,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,Joffrey will bear these scars for the rest of his life.,House Lannister, joffrey will bear these scars for the rest of his life,11,"['joffrey', 'will', 'bear', 'these', 'scars', 'for', 'the', 'rest', 'of', 'his', 'life']","['joffrey', 'bear', 'scars', 'rest', 'life']","['joffrey', 'bear', 'scar', 'rest', 'life']", joffrey bear scar rest life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.00046323103647944407,0.0004999107302267452,0.0004371584699453552,0.0003804692454026633
590,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,And what of the direwolf? What of the beast that savaged your son?,House Lannister, and what of the direwolf what of the beast that savaged your son,13,"['and', 'what', 'of', 'the', 'direwolf', 'what', 'of', 'the', 'beast', 'that', 'savaged', 'your', 'son']","['direwolf', 'beast', 'savaged', 'son']","['direwolf', 'beast', 'savaged', 'son']", direwolf beast savaged son,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",-0.4588,,0.00037637521713954834,0.0003570790930191037,0.000819672131147541,0.0003170577045022194
594,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,We have another wolf.,House Lannister, we have another wolf,4,"['we', 'have', 'another', 'wolf']","['another', 'wolf']","['another', 'wolf']", another wolf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0019023462270133164
598,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,"He doesn't mean Lady, does he? No no, not Lady! Lady didn't bite anyone! She's good!",House Stark, he does not mean lady does he no no not lady lady did not bite anyone she is good,19,"['he', 'does', 'not', 'mean', 'lady', 'does', 'he', 'no', 'no', 'not', 'lady', 'lady', 'did', 'not', 'bite', 'anyone', 'she', 'is', 'good']","['mean', 'lady', 'lady', 'lady', 'bite', 'anyone', 'good']","['mean', 'lady', 'lady', 'lady', 'bite', 'anyone', 'good']", mean lady lady lady bite anyone good,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,,0.0014558689717925385,0.0010967429285586756,0.0,0.0006341154090044388
599,4/24/2011,Season 1,Episode 2,The Kingsroad,arya stark,Lady wasn't there! You leave her alone!,House Stark, lady was not there you leave her alone,8,"['lady', 'was', 'not', 'there', 'you', 'leave', 'her', 'alone']","['lady', 'leave', 'alone']","['lady', 'leave', 'alone']", lady leave alone,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.296}",-0.296,,0.0008878594865856012,0.001249776825566863,0.001092896174863388,0.0
600,4/24/2011,Season 1,Episode 2,The Kingsroad,sansa stark,Stop them. Don't let them do it. Please! It wasn't Lady!,House Stark, stop them do not let them do it please it was not lady,13,"['stop', 'them', 'do', 'not', 'let', 'them', 'do', 'it', 'please', 'it', 'was', 'not', 'lady']","['stop', 'let', 'please', 'lady']","['stop', 'let', 'please', 'lady']", stop let please lady,"{'neg': 0.338, 'neu': 0.308, 'pos': 0.354, 'compound': 0.0258}",0.0258,,0.0010712217718587146,0.0022763792179967862,0.0015027322404371586,0.0
602,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,Where is the beast?,House Lannister, where is the beast,4,"['where', 'is', 'the', 'beast']",['beast'],['beast'], beast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
604,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,"Ser Ilyn, do me the honor.",House Lannister, ser ilyn do me the honor,6,"['ser', 'ilyn', 'do', 'me', 'the', 'honor']","['ser', 'ilyn', 'honor']","['ser', 'ilyn', 'honor']", ser ilyn honor,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,,0.0007720517274657402,0.0005951318216985063,0.0012750455373406193,0.0008454872120059184
606,4/24/2011,Season 1,Episode 2,The Kingsroad,cersei lannister,Is this some trick?,House Lannister, is this some trick,4,"['is', 'this', 'some', 'trick']",['trick'],['trick'], trick,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",-0.0516,,0.0,0.0,0.0,0.0
614,5/1/2011,Season 1,Episode 3,Lord Snow,jaime lannister,"Thank the gods you're here, Stark. About time we had some stern northern leadership.",House Lannister, thank the gods you are here stark about time we had some stern northern leadership,15,"['thank', 'the', 'gods', 'you', 'are', 'here', 'stark', 'about', 'time', 'we', 'had', 'some', 'stern', 'northern', 'leadership']","['thank', 'gods', 'stark', 'time', 'stern', 'northern', 'leadership']","['thank', 'god', 'stark', 'time', 'stern', 'northern', 'leadership']", thank god stark time stern northern leadership,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.5574}",0.5574,,0.0009595500041359913,0.000790675134542301,0.000468384074941452,0.0002717637467161881
616,5/1/2011,Season 1,Episode 3,Lord Snow,jaime lannister,"Sturdy old thing. How many kings' asses have polished it, I wonder? What's the line? The King shits and the Hand wipes.",House Lannister, sturdy old thing how many kings asses have polished it i wonder what is the line the king shits and the hand wipes,23,"['sturdy', 'old', 'thing', 'how', 'many', 'kings', 'asses', 'have', 'polished', 'it', 'i', 'wonder', 'what', 'is', 'the', 'line', 'the', 'king', 'shits', 'and', 'the', 'hand', 'wipes']","['sturdy', 'old', 'thing', 'many', 'kings', 'asses', 'polished', 'wonder', 'line', 'king', 'shits', 'hand', 'wipes']","['sturdy', 'old', 'thing', 'many', 'king', 'ass', 'polished', 'wonder', 'line', 'king', 'shit', 'hand', 'wipe']", sturdy old thing many king ass polished wonder line king shit hand wipe,"{'neg': 0.35, 'neu': 0.493, 'pos': 0.158, 'compound': -0.5994}",-0.5994,,0.0009086454946327558,0.0006866905634982765,0.00012610340479192938,0.000585337300619482
618,5/1/2011,Season 1,Episode 3,Lord Snow,jaime lannister,"I know. People have been swinging at me for years, but they always seem to miss.",House Lannister, i know people have been swinging at me for years but they always seem to miss,16,"['i', 'know', 'people', 'have', 'been', 'swinging', 'at', 'me', 'for', 'years', 'but', 'they', 'always', 'seem', 'to', 'miss']","['know', 'people', 'swinging', 'years', 'always', 'seem', 'miss']","['know', 'people', 'swinging', 'year', 'always', 'seem', 'miss']", know people swinging year always seem miss,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.1531}",-0.1531,,0.0005128629332450988,0.0010457316295559467,0.000936768149882904,0.0005435274934323762
